Source,Date,sentence1,Category,label
Prothom Alo,2018-08-02 00:00:00,এত তাড়া কর‌ে রান ন‌েয়ার ক‌ি দরকার ছ‌িল?,other,negative
Prothom Alo,2018-02-08 00:00:00,মরা সৌম্য সাব্বির কাউকে হারাইতে চাই না।,batting,negative
Prothom Alo,2018-08-02 00:00:00,"আমাদের দৌড় তো আমরা জানি, তাহলে কেন এই সার্কাস পিচ তৈরী করা হলো ",other,negative
Prothom Alo,13/1/2018,এত টাকা খরচ করে বিপিএল আয়োজন করার কোন দরকার হয়না।,other,negative
Prothom Alo,2018-02-08 00:00:00,খেলা নিয়া উটক্যাল মাছের মতো লাফালাফি বাদ দিছি।,other,neutral
Prothom Alo,2018-09-02 00:00:00,যেখানে প্রধান বিচারপতি খুজতেই ৬ মাস লেগে গেল সেখানে কোচ পেতে আরও ৬ মাস লাগবে?,team management,negative
Prothom Alo,19/1/2018,অভিন্দন বিডি টীম এক মিনিট সাইলেন্ট হাতুরুরের জন্য হবে ফ্রান্স,team,positive
Prothom Alo,2018-11-02 00:00:00,"যা হয়েছে ভালো হয়েছে।এইসব বৃষ্টি-টিষ্টি নয়,প্রতিদ্বন্দ্বিতাপূর্ণ খেলা চাই।",other,neutral
Prothom Alo,19/1/2018,হেড কোচ ছাড়াই হাতূরুর শ্রীলঙ্কাকে ১৬৩রানে বিশাল ব্যবধানে হারিয়েছে বাংলাদেশ!,batting,positive
Prothom Alo,2018-08-02 00:00:00,"নিজের দেশের উইকেট এ ব্যাট করতে পারে না লজ্জা, লজ্জা।*",batting,negative
Prothom Alo,2018-10-02 00:00:00," বাংলাদেশের খেলোয়াড়দের ও পাবলিকের যা লেকচার ,,, যেন তারা ১ নম্বর টিম,",team,negative
Prothom Alo,2018-10-02 00:00:00,বুঝলাম না টিম ম্যানেজমেন্ট এতো বড়ো ভুল কিভাবে করলো কাক্কুদের না নামিয়ে,team management,negative
Prothom Alo,2018-07-02 00:00:00,এইরকম একটা খেলোয়ার কবে যে আমাদের হবে??,other,negative
Prothom Alo,2018-07-02 00:00:00,"খেলুক রাজ্জাক, ধ্বংস করে দিক লংকান ব্যাটিং স্থম্ভ। ",bowling,negative
BBC Bangla,2018-08-02 00:00:00,কোটি প্রাণের আশা তোমরা পূরণ করে দাও। লাল - সবুজের বিজয় নিশান হাতে তুলে নাও ।,team,positive
Prothom Alo,2018-10-02 00:00:00,"যারা সাকিবের বদলে মাহমুদুল্লাহকে মূল ক্যাপ্টেন করা কথা বলছিলো, তাদের ভুল ভাঙানোর জন্য মামুকে ধন্যবাদ।",team management,negative
Prothom Alo,2018-10-02 00:00:00,"আমার মনে অয় সাব্বির,সৌম,মোসাদ্দেক ভবিষতে ভালো ক্রিকেটার অবে।",team,positive
Prothom Alo,2018-10-02 00:00:00,সাকিব ছাড়া বাংলাদেশ ৫৩ টেস্ট খেলেছে জিতেছে মাত্র ১টা,team,negative
Prothom Alo,2018-02-08 00:00:00,"বোলিং পিচ বানাইলে ব্যাটিং পারি না, ব্যাটিং পিচ বানাইলে বোলিং পারি না।",batting,negative
Prothom Alo,2018-11-02 00:00:00,আগে কুত্তাটাকে নির্বাচক থেকে অপসারণ করতে হবে।একটা ছাগলের বাচ্চা। এইসবকে কি করে নির্বাচক করে বুঝি না,team management,negative
Prothom Alo,2018-04-02 00:00:00, সেঞ্চুরিটা হলে ফিরে পাওয়া আত্মবিশ্বাসটা আরো বহুগুণে বাড়তো। ,batting,neutral
Prothom Alo,2018-04-02 00:00:00, সাকিবের জায়গায় মুমিনুলকে T20 দলে নেওয়া উচিত।,team,negative
Prothom Alo,2018-08-02 00:00:00,আর একটা পেস খেলানোর দরকার ছিল,bowling,negative
Prothom Alo,2018-09-02 00:00:00,এ সময় অনন্ত জলিল কে দরকার অসম্ভব কে করার জন্য!,other,negative
Prothom Alo,2018-07-02 00:00:00,"টি টুয়েন্টি টেস্টে শ্রীলনকার সাথে ১ই অবস্থা।আফগানিস্তানের খেলা দেখব,অন্তত আবেগী মন ভাংবে না",team,negative
Prothom Alo,2018-10-02 00:00:00, তা দাদা অন্য কেউ পারল না কেন?? পিচ সবার জন্যই তো এক..,other,negative
Prothom Alo,19/1/2018,আজকে হাতুরী পিটা করছে শ্রীলঙ্কাকে,team,negative
Prothom Alo,2018-07-02 00:00:00,যেহেতু সাকিব নাই তাই রাজ্জাককে নেওয়া বুদ্ধিমানের কাজ হবে।,bowling,negative
Prothom Alo,2018-10-02 00:00:00," কায়েস কে বাদ দেয়া হোক
",batting,negative
Prothom Alo,2018-08-02 00:00:00, তাকে টেস্ট আর ওডিআই দলে নিয়মিত চাই।,bowling,positive
Prothom Alo,2018-08-02 00:00:00,শুরুতেই লঙ্কান শিবিরে হানা।৪ বছর পর ফিরে দলের জন্য প্রথম ব্রেক থ্রো এনে দিলেন অবহেলিত রাজ্জাক।,team,positive
Prothom Alo,2018-02-08 00:00:00,তোমাদের বুঝার দরকার নাই আমরা বুঝতে পারলেই হলো,other,negative
Prothom Alo,2018-10-02 00:00:00,১৭ বার ১০০ রানের নিচে অলঅাউট হওয়ার রেকর্ড শুধু বাংলাদেশেরই,batting,negative
Prothom Alo,2018-09-02 00:00:00, শূয়োররা গু হারা হারলো..,other,negative
Prothom Alo,2018-04-02 00:00:00,অভিনন্দন লিটন কুমার দাস টেস্ট ক্যারিয়ারের ৩য় হাফসেঞ্চুরী তুলে নিলেন ,batting,positive
Prothom Alo,2018-10-02 00:00:00," বাজে ভাবে হারলে বিভ্রান্ত হই, কোন সঠিক যুক্তি না দিতে পারলে কিছু বলার দরকার নাই",other,negative
Prothom Alo,2018-02-08 00:00:00,টি২০ প্লেয়ার সাব্বিরকে নামায়ছে টেস্ট খেলার জন্য।,batting,negative
Prothom Alo,2018-02-08 00:00:00,"কাল যদি ওপেনিং জুটি 100+ রান করতে পারে,তবে বুঝবেন,সবার আত্নবিশ্বাস বাড়বে",batting,positive
Prothom Alo,2018-10-02 00:00:00, টি২০ কি টেস্টের চেয়ে ইম্পরট্যান্ট ?,other,negative
Prothom Alo,2018-02-08 00:00:00,জিম্বাবুয়ে সাথে পরবে কিনতু আফগানিসতানের সাথে পারবে না,team,negative
Prothom Alo,2018-10-02 00:00:00,৩৫ পাড়ি দিয়েও রাজ্জাক এখনো ক্ষুরধার... তাহলে বুঝেন ৪০ পেরোনো গতি দানব সুজন কি করতে পারে,team management,positive
